S_pareto,S_lognormal
122741.2730946621,374595.91901377495
91936.20717336074,405380.9656873759
130386.46971660001,414898.6888151582
165304.59152823538,393743.8151402626
176767.46346753582,473167.482865168
93595.69950889495,476476.34827850014
117708.73690429195,444545.9877550527
82526.96624129725,584186.6398752232
173899.6154845818,483538.98242774897
138654.1457845588,231436.36146073183
79961.49095476544,479790.6053282998
109170.17150994316,450478.57701042853
203684.8722275403,633244.4146753787
83681.22489867237,487315.9284288891
147222.86134803743,438675.38709741994
129822.1661558454,294109.8931003145
117756.8950680688,345895.32235088013
238201.4240692091,485639.85418134136
97910.15367052476,336357.5658639982
103292.3063145554,188822.63772908732
142560.7912352989,277597.02934293426
166476.5135505639,335469.233510359
121097.79238114657,540593.0184979013
127174.37418614751,386371.85556922614
87014.51236564013,401505.03702221275
76638.06205129024,208228.18769033806
183581.93427620133,515388.0056579515
103190.48744810067,302303.5644050529
144279.40608599607,458937.30322880234
65445.4150478563,207085.04310396942
166846.50873045417,424923.17464026023
232203.2594542033,327188.78306960716
106246.26982040072,278063.29010955396
111218.4817580975,511625.3553361694
178130.5540667283,514317.283836723
173930.82560472496,603472.1675146195
116652.56069591202,310859.13616392715
165269.20023191645,834810.6074864962
160328.86451901495,518854.26875238057
158694.3550771232,527454.8567334377
100065.5025787933,478377.8393094646
97314.24251173461,313264.0729008973
124422.4257169215,350889.8724426388
85454.59333009107,413261.0226105708
108264.79338709396,364602.6867964346
123227.26972519793,404834.70982899115
137091.78333183343,351243.84045534657
181730.40915321742,622682.8277652834
122828.11644738542,471909.60966800933
237166.23012717682,379262.35637654265
172813.435470221,426612.7858237331
106586.74165540002,503874.51664166315
169718.08679457442,809500.420998618
138651.20313102612,348282.7710082573
106181.70780271466,336116.3721725499
69907.75363430289,142343.92714820043
118167.22075985756,425955.5665222537
117791.30917033923,348398.05535035866
150018.13473468515,665632.7355342793
107064.7494537079,422169.3468115923
128864.25063584295,677733.0579022798
100109.24304226656,384776.1708183986
173101.42409359248,682183.5217704248
148161.75716841064,384896.5145386517
125055.93171460359,562859.9502730676
199161.30963937734,665457.07603279
84516.30256593597,352853.7093073774
142169.26316947013,699166.3297788965
261296.8972109793,418557.0999613255
155893.50482611678,365879.84931982774
125528.85249649557,413503.3222513697
140268.43570378193,262202.0202684668
105367.90975051327,257096.4784786698
215780.70825784368,526610.6132359538
90689.41312811132,262793.1299169925
176461.8965596456,300229.16444613604
142282.13166299555,380374.52129263
97306.11870766518,289913.8108312214
199494.01085407866,459043.09382670134
132817.016110263,486798.23034735414
168870.61699704255,646152.7200671845
114981.83619205355,411603.6690350809
155267.90423069394,282728.59189671226
120124.29369219039,423370.1342804706
180302.38838840497,452440.7258263023
146900.98189799814,292477.9802873845
152758.10858076927,375064.70250209305
92342.84921885427,259124.88699124628
152278.93711684973,789699.0149251131
167734.58731486188,621603.033518225
146653.91050373667,502551.0833207044
162263.57378361077,521646.9397950738
158774.60734903312,314490.7166595404
93169.87045641571,459101.3038197452
81905.91474383857,280203.37325389276
129447.16711909606,598044.0164510215
170003.01116477879,381861.0386339455
161536.98557020954,519598.3797680238
130021.83902666792,868547.3006880166
147940.1598350713,227268.63157196235
119767.34910095512,591995.9166565398
78491.13204822622,549270.2520340674
164441.3713057616,307623.912238418
111399.18373465669,325176.80412940535
175990.59972741027,517624.96978145506
169539.88489839193,698278.2034443308
146059.1668138921,417462.780577604
125882.1187421876,409432.016849261
84422.37259664641,323796.37351032876
120702.77788781031,230789.8207605372
373964.2984737443,663740.9878104428
183935.01491342884,369552.5732021856
115713.37813711491,324628.25275082595
125360.89055336894,388819.7423327486
93151.34042802792,504610.50116069085
148126.01767319874,413829.3767932119
144096.5634139137,404733.92267695756
97949.14005985808,600287.5886449654
144965.73493629944,518067.0060209999
143394.8045208949,498960.29348870047
233996.92520758862,388899.3403673118
133933.41152326096,544423.691143581
143434.20143566164,333625.7578305505
334503.9350397763,513810.59501630825
137786.89529563356,387413.48109184543
132041.04985946688,298729.41489957727
99393.53751022945,437301.79547894356
129316.2924566972,294457.15388382535
132447.56434365595,442085.89682907437
105816.24235961339,546297.1406196242
172250.12302802433,180191.82353891508
118214.74699785569,911110.815696808
167588.59530939633,519966.29233002686
126430.40240706695,386096.71336657973
118200.30092922274,351349.51320909854
110833.58058103896,732085.0089064023
111801.99952909874,547759.6543661107
115866.73352749828,707771.5241397033
187986.8918600956,319275.3037201671
133460.75756621992,452305.96558181714
79427.29635559588,224699.7116258371
118377.61404514601,350603.00635271816
97911.58795197886,370557.5396956127
156901.0968235303,367073.6983406804
277002.7785975797,595457.6323474643
138824.8536503386,790504.4037117868
104673.08641983397,650133.4311873021
99376.01525416241,417492.1923579356
108931.07138115977,458751.74868357554
89769.6909160786,797154.7339556122
142512.47246108224,769579.5126947085
160660.966810785,616952.2620591344
211486.14624999676,605996.7277136723
84934.84291668813,277822.5208277745
68557.25987084927,231051.12725216118
115578.90660920957,431930.52028982696
137474.06755883485,354732.63327685127
83170.66851604066,271749.4694674372
192424.12174123753,513086.9923493294
103586.04202893251,421813.84432076925
228002.29803989604,574607.4641328403
140074.9682643841,394645.0945825741
216737.5025480151,495977.771389132
166313.47246663048,424276.8099875414
229055.90164360363,439482.26605352934
159172.15584263238,405150.52869072306
88632.7933669737,384312.6384075846
159298.5237412441,362921.9028750388
130784.5857181107,333343.1322084939
163440.81454073748,407402.51040005614
122922.30272948525,339286.09515267855
115890.220741355,407131.6657057395
108406.7475121031,676425.6582641356
121029.24874699982,452103.098113302
195047.90443543927,459015.71644257556
112652.26701201533,348132.19100000913
121059.52735354492,509282.0114941696
113942.29048083104,283741.49946861656
102866.28388498149,536999.2390246633
124093.71918593504,577309.6386319589
158555.67130620708,722418.4783474911
151344.16294383712,750851.8787118834
173774.946185565,431218.4610253613
146923.7149959624,431487.36537341494
85747.99483647193,318704.4905626253
101310.0893084527,253809.36779515585
127728.85724363224,445168.61977197113
118681.12413731091,347924.2039652752
117344.45213900376,375970.4661601452
141356.32210045934,273625.7095108809
115091.36318233462,507725.74838908284
110408.13214498706,520328.9257200083
147295.5039749597,560307.9244740066
135271.23249470888,464314.89956722857
119744.80754568009,327053.0361552995
96960.15417716802,379113.5027582564
103915.14316688327,343682.06368165405
190304.37189066113,337766.87244386063
98596.44902453493,266466.43592103984
140852.51258321854,340541.78954639094
118787.83141162602,599648.9188358122
91619.52113809789,337382.72750428435
90586.81024507846,359551.66837901727
169945.34629686965,444870.8924106595
209696.1425197047,562062.4755981425
151678.58101472267,881955.9911879632
136549.87628715613,231978.9978609605
108996.72079486916,429227.8858937564
91245.99263906953,267816.72317039967
171613.33597545777,940563.7375679619
140187.14851889797,785901.8232887322
88561.5798632437,521856.07703861967
92712.51232554378,271774.37891535216
151033.34404861007,263018.9707404458
119970.83212467792,325449.29280537716
133019.4609298083,586362.7693357744
161777.80047564546,875381.4933339406
153314.4045915584,489725.8158238048
317635.04268890177,667331.3569718939
92500.5475522889,334640.809652619
81863.89547210524,304554.3687702469
136828.1045370755,206766.0870961054
108219.01622562287,348815.0540509309
64124.11808828135,512646.088093487
153553.5555176041,303201.98767980916
72819.92258460121,108501.78893865424
167061.0329388227,557734.2784556455
84526.73941922147,322788.87131182884
119883.77778211834,159634.34347219928
119004.67656414505,234842.94633335472
117488.24294556348,349080.7873345455
121682.4235085984,798488.2093125633
168956.29582396764,449841.2061453718
181898.58009786493,283348.016674122
159625.2699193886,321098.3373933364
150407.10217295395,377151.5445380373
106039.78504706894,273306.9926884573
121360.191913519,389913.22151917417
128201.00742369506,328666.56844710244
130847.60789025048,340816.71586356533
171660.4003322598,417506.8832652291
121774.78122791956,274641.37298531993
244915.1125614273,498197.4538989312
168805.76693410173,426501.6618364368
129704.33265386641,438436.97718274104
106022.95652898807,308847.2156723164
86043.68929340818,374788.02465157927
135453.638249624,417153.85333047237
224566.16978783923,551728.264163008
105864.0415026106,723377.1171723764
153842.1910896095,1372236.534154367
161123.92960387128,2022131.7617467754
133044.03728404504,401189.9216238216
174769.31007493546,265092.76658420556
283769.6331600953,531482.2480965795
82933.47062278168,460953.62190739816
144473.4518053782,439735.23850577214
100280.78808183546,305714.4567422653
92521.45968837362,338032.4789103457
121457.881485885,386104.607569174
135782.66194233505,445502.7368778724
206620.5765455499,702145.3617348308
148717.31399440844,507934.8098657619
78016.74312695437,376275.808801457
140051.3163660232,345856.88788204954
161183.57089140892,229934.69542980168
131764.61905287375,424132.7760408168
120486.21180296555,393377.2840085429
184684.14895739593,594951.2329330213
86708.50528759988,538465.2706872118
125908.53567083862,407252.61863569176
91353.67495936471,263434.37910562323
128623.45276196628,686090.6546738142
125981.40641257491,293989.3644887416
137765.6079690638,1298511.2998207663
141286.36320738366,332422.72124025546
111808.7942927873,630493.8937948475
260249.8287749586,719455.488042622
131165.1350917332,414667.3020967656
72357.52403598216,186270.11391605609
510770.37832052406,260377.95826492232
82780.02525989695,458786.7200675205
177086.77906103208,424517.35561923176
87897.28386074281,324523.2570422713
93827.93114561407,543388.8599981179
155375.87191300964,407133.439245221
169607.11680704504,330051.8543399746
123052.48651301517,598611.279325126
163438.55725775004,902976.9847710344
136948.29086315515,688170.3276977986
181013.94167716164,718788.5928819432
143477.05180449458,479784.4151280379
102640.3594075889,318774.51169006067
95662.01532260659,451210.66775857465
141566.58473897038,510347.1832128792
153527.83600833468,552721.9016666741
123147.94272951205,566180.9533651788
90804.49117186086,486888.00744092814
204774.90963717698,637192.7676789188
104513.9582766347,499008.7120133642
127690.18985634303,312544.06484993675
101116.72102220445,516934.36252097634
72574.11193738341,1214637.894484835
261099.46345071602,589110.1282275117
166295.3659804156,785837.9417168556
136745.15076252108,415950.2003423919
133615.11474147532,332287.89342888846
149207.47974733185,348310.96745115874
121621.15116874095,422839.29101376625
150493.08178107208,297154.42807921185
155238.85920425045,796580.3813883986
106592.38722662748,241085.32983660314
125864.81635920728,449362.2079752106
97042.84559576756,368412.71343853814
201673.53196458722,502830.717578745
146394.02631675045,542431.2188051135
173169.59396376836,729742.4483762744
133749.31678945158,400807.88022377394
105404.62726188477,309129.5175215559
89281.6944281537,654456.821767433
152942.68548157683,493243.69295510807
223694.33730968658,396663.3568991402
240036.91503616647,518512.3706216716
136497.98568768433,523520.7629701654
142961.92849355593,366339.9668765214
93144.59532396031,266198.3178575033
151430.15650234048,867818.604749943
178597.67182079607,786496.1556775804
113045.22838669765,471932.0574426203
132784.3296599125,1862848.400647971
226548.5628662362,275830.6154842998
104142.78476196619,323182.7047436673
180027.81470701878,467974.26052615745
102355.42569288008,348266.55616877513
175280.55795271412,459863.26094454067
147950.0304468842,472410.1232874337
78232.72425964719,197038.94599420248
142067.13422002623,591289.0354509295
119988.93250933902,415766.9541916944
151858.34305810858,708128.4038516221
206750.13904111192,610971.8357501972
94699.31900191064,287560.23020486115
141869.66077051268,307361.5912740443
183494.3677192314,560386.9480157542
109930.305504756,380678.02452881006
170208.51848383463,617367.1150194975
186596.2976654813,622846.9375565742
91689.53311895256,330222.70720094343
175469.38211684072,813444.329530936
133127.53866659358,311875.37682054733
263339.71314581606,347820.7109080043
143171.14778452605,447678.80386449886
193687.40266969433,823112.5473503533
327501.45431809087,615294.2787189012
124434.55813939832,474841.1851466901
109972.09732806744,860164.1365753984
170513.53974374468,238775.8470133119
107822.86671085088,379213.2225050088
255134.61954996438,226349.61805204873
142079.93473779544,355979.71106794896
190175.81401395382,594309.3250387288
69398.95582753763,721647.8910637354
118419.40094501406,403288.29170956474
154785.3875740752,343247.0506020552
218204.16365110554,361515.93121041293
88944.1186433814,674174.923665975
98369.45068205196,565755.2530664338
150556.94267755246,1245359.0256263446
143894.81028385693,487862.83276787004
103918.97404663553,598194.4413747358
139608.92880828527,334437.0912518766
80760.81420578102,381105.9280632238
107715.42805521814,457990.1081287305
109822.37752555982,353996.2017301967
125066.80154519212,415739.80784862966
137046.9689594584,431355.23629791534
129605.56883789363,515656.5275243055
118579.8497979573,359587.04105259775
99722.8986573098,416857.087953655
66522.7518198188,247925.51804888956
157319.41244950632,285113.67947360623
147256.61840132083,683821.3456024635
155897.31909879003,447972.3661267791
137199.40614794882,409326.4970763149
99910.752571068,295088.12105504866
119133.67797548702,252530.6145594725
180050.35565949106,386542.894547091
176452.75995269726,415385.3867185337
243747.3763102099,669342.3845663517
165668.284429851,381881.1757042676
113675.26890423807,236599.92111022136
106247.69433855545,276698.30165363546
114366.70762772363,156217.41425767276
109375.27035019879,552121.692603405
225098.2337087922,381191.82842103526
97599.04970346448,371208.5829034251
120523.31077513049,289242.1622955144
134479.33423886515,336863.3695011841
154580.6815327935,336948.9622353557
133027.7427887004,290942.473332937
110675.02719742975,237110.67073303054
162523.8150152919,310556.469194662
126328.19283670785,208628.38595921485
146188.43432702683,199050.444176376
122809.04910793784,419478.9082013825
122149.38886988704,526974.1158238052
118674.27469861617,382469.8649058958
173323.46064406732,387125.6421904295
129447.02079157782,513169.9634232362
119929.5798257694,699046.7000122316
83658.8518664859,654375.737397181
84011.23166577985,338358.2662459908
99152.41287593487,303191.21289377555
259334.95838592973,391199.0140507471
85351.25897631599,616556.4952976772
139610.4958913441,271159.0479103599
140238.93068460593,1109480.0119806782
129713.9309219094,349387.4511743431
143035.00468886184,206761.01316582915
67228.79053675893,151436.8516225705
130623.20679537798,387367.9099301264
90906.53576353117,299623.5539360932
175867.13522910728,440290.3436652279
117638.72953838209,246944.10591095485
97345.55782912934,289732.0604674875
359838.9145007619,534478.2652170141
82820.64187609068,295502.03541012673
139702.02139361334,757218.0211203428
285727.7215285725,472984.94980710826
92608.68069726138,372115.9793170576
90258.30644187084,489051.5993781105
281544.86909514497,402891.21676061815
128177.16069003369,315284.98230831017
111294.10583162314,373581.9771710944
148393.73333661677,361114.7581041405
77211.49048650576,394832.4028722597
155708.2680766243,459754.61939304456
116647.22320933905,455370.1366394507
138785.8457992332,540077.2859658988
108938.05654761574,595084.1577758641
161328.0391543276,335927.2118917301
197710.1845040233,626884.2912248875
100887.10140452204,1062460.9019885438
101617.30579623135,474471.1237887613
119313.84513212673,268296.6891110085
238993.64997182533,364833.04813715466
283156.4463547921,685089.5690115558
138726.3581490241,241765.95278648625
245402.8408398388,723930.9330576863
128508.47438990654,175111.32889157973
174405.7505155108,453192.6773744295
167945.90391837968,556484.4409780486
106637.3875508083,368174.6797122629
183414.4834026707,381245.8628681289
173814.41233649908,579455.7852665776
120790.2632753897,593183.4292555366
507062.4492653541,607052.6188981122
127949.83593280507,446995.367425061
102206.61685711869,460842.47052272933
143891.8599259251,251651.86585834864
88787.50069575365,243000.76142856065
112663.94150633132,452245.85635492916
134210.78139061335,341630.52454296045
195242.84473852275,521918.70258014934
146127.9532791632,264022.7099518479
119505.50554606864,384639.2709251294
148108.85433874853,295432.1455846798
195392.73721879305,467682.78865161375
203589.7168553971,330032.8894501198
124625.42734556265,483244.37199250463
103834.24524171973,338878.27250503807
183277.51024556297,351801.4953769973
114441.81324556141,1024398.7627918832
154734.5297694143,428148.8326523565
106737.18708380505,468430.6423982536
207438.5545448658,449479.7421733389
125719.27532841304,479681.00848911
198500.30189925566,519269.9102991831
189259.258976866,354369.5823701239
73012.57371594294,300512.82567692304
112508.40255001512,348233.09686553344
146941.14201315513,323949.3298911229
139495.24127557795,378125.75148264586
162898.33574715993,294955.4920290282
98404.85128464787,263045.07545614685
117113.868494173,501087.94469798077
189730.02399588662,1018300.010385951
122718.40406601675,207397.03947340272
97928.4295324641,260380.11499037535
95986.63616537277,435335.02934663923
188974.40783230038,495608.7679587184
125878.2278707997,301227.93222151644
179043.88698960879,421243.8704312966
129371.4256649219,382747.06830031757
132236.2974172946,510351.8751924168
138226.41217048344,304343.90723501774
100525.06645725101,309333.1968633531
167099.48969424664,714226.7189957687
348458.3129425236,587704.3684975628
125689.76787381235,487887.81008289807
177375.82711001986,683754.2202223673
115230.02490026441,353094.24536201527
123603.73206276842,471421.16059149796
140117.9089110651,477636.1486018145
108120.92520075009,248276.6456840242
192270.12050720656,562692.1726100051
160130.54515217087,342186.38263556885
114508.35943033757,371952.66408071306
221976.39093922166,872290.6210096541
101056.44669870955,521794.93123245303
361986.0633518796,368799.85263247514
83359.4641588966,221810.95158683747
158125.93191493556,437920.7969050317
132746.29403850983,362485.61454642366
165742.42311769348,465019.8410318568
231625.1840259284,411344.40940947965
145079.21632547383,332791.2564789015
134739.80324751468,438653.58568000526
134567.12182355876,366725.06889484986
158020.68583933046,309597.9194486999
117351.53315112213,428112.6032470355
117053.40276408785,564178.0837677117
156017.49202326668,587948.175085271
127860.89464333197,323637.46317738143
109445.18288210683,353080.1239795157
129269.70468951904,450928.88750568544
305243.77065956907,495783.56500433583
133413.88424617113,571466.4687099282
89369.35938249106,270215.86905247904
89377.83251317297,357894.1445661927
124619.12441563778,750901.2088093867
82020.91905026496,148864.87775288682
139589.10041056838,647511.5948115116
134490.0655489062,850398.2667682831
207424.87025692823,728872.0137805173
98914.06768860383,439857.55154093605
113491.55765814186,352282.26372965035
87508.72233811245,210092.17270881456
144748.1429138519,503567.22401914507
101901.51521617155,480968.2321585372
121628.00246100471,425066.16500374046
151622.86709700248,280041.9865756574
184555.1819899822,401858.3569145396
179083.95644711485,792382.1667426216
170434.34440771895,448342.7393923265
95453.48628482252,352672.4195824123
162810.46741645774,604332.8822186834
110330.11314591835,244924.80556147403
127991.87824627358,341608.7136516327
73630.793818801,365235.61402231967
147806.22468585655,529259.2630777659
127131.62135869867,477047.98157470976
148597.72675867743,364484.03478851647
161937.2348977828,548933.3555459415
90237.46736905447,290161.4611017571
100486.11147076526,277599.4453555972
229102.14792826097,470113.05289455404
140167.88113716658,2211989.235126349
128292.6456188688,484508.51620434644
180039.3638320343,424312.63132063777
164953.56402138952,613829.8596755078
129089.8323200196,469486.8135075818
97847.73300462667,320038.57878653053
153214.33696466428,951984.3270115051
110445.30078562422,781633.7669918621
171868.1545809397,322156.0181097659
186012.26655806345,524538.660647912
157970.40021221986,623485.9024037061
153399.67948374932,416910.77891919937
119282.94725496638,474519.6053811697
145338.00047852244,239720.15597216345
103549.98895026979,411832.8283885745
116508.71030868402,576684.7979976562
104406.76626567675,250670.1039310133
115690.08631187081,302947.6825706215
172436.84482818499,256696.42519431812
95312.11182056021,378639.71655745845
155044.48515053303,282908.3151758865
203555.54618717768,644283.5058919588
103874.12515527036,337882.7810606369
126723.84208374792,370321.1588062791
112029.74300357242,502798.7921937142
168060.96830499076,431404.01388837857
153901.7306428928,488968.22547183995
191020.4027263291,624909.0765193491
107966.47912107025,742187.2352991804
183130.6008103474,348668.28171089006
93738.84307113083,468912.547193462
107818.66803010294,623421.1885224006
186939.98178095042,498497.82454780943
243949.8978103362,569861.2597336082
113101.6932560785,353152.1491915059
153430.62646388495,546824.0188021866
140198.7585675108,370689.55759442085
150242.1435033361,339794.24536567746
129366.2411801031,433693.163658245
120353.3984759589,176528.20234063527
159106.72347689074,408565.2234870404
106539.31062670497,636637.2175495784
129181.94912061443,260148.3383678937
102392.41901107728,444981.9111528413
127492.33280806543,431682.123001394
134740.18305423408,590613.9508734399
132970.3639407823,423283.9042504359
117093.68335822123,209874.74959620656
220176.9337426742,655436.8316015193
200716.5427162011,428885.20328498003
116179.87439407798,684786.3662597571
116834.77439733881,328393.9388543896
180172.41977057338,629320.1669363691
144067.04691312136,414019.70833384263
371268.4920918499,609152.2318511287
109129.8898108011,618272.2979230412
162148.49198333174,495912.5698968569
140522.8656049838,612949.9108254658
163627.64933068564,718859.6171803689
155003.10694956724,517869.7492246024
147358.73674649186,368087.77439073793
89156.53336699095,266764.7993593798
206058.75587548228,375334.11960124824
155503.31888912612,442182.6062246663
104554.75743270664,325817.488183697
128262.0381358572,471592.1320471204
134738.24581324213,693118.8604743291
116775.73083744782,1204840.766298886
215724.4528066783,270907.21695794765
101632.81738039819,525355.2314667974
117476.61704720769,265002.7615901473
84350.06614118986,395509.10889493633
110900.03504341989,359005.0882496257
247645.637538427,648037.1303752691
151090.32245330428,592871.1415791012
141178.67698244465,440049.3804530625
116129.61925054375,945874.5372271796
112470.94461857398,525981.2853280578
141037.93720363,512520.80829779455
161300.63247534484,380182.84192530654
121105.46828756628,497601.2472704896
174662.4715227133,488820.686709556
154666.8272402929,428524.4097909223
96441.06996184205,597345.3136787472
168402.37322506332,683439.5792618929
129136.02303569284,564003.1892617397
187374.87124762972,517866.4232002301
156177.85056072538,572056.0859427004
129485.30368416446,243977.2136814019
194858.503426976,767788.5773285123
66391.15978627067,638946.3787296885
156182.35374576523,273671.8558512805
86615.17851825543,395507.6213632603
98721.33583710906,653121.6067329202
176113.7871269237,445322.95474091097
115237.24450627819,286345.3417818656
118047.65460019921,372656.84093464806
163786.28022792592,521052.76434100175
105294.25691956632,402611.81036454416
114854.69037742753,414862.32911065203
131761.65637096323,863929.5822421242
125872.21498643489,704983.7780714608
120196.97296901331,938354.7446585493
142386.5491922695,703700.4588604074
125045.2486123415,422680.61554214393
137182.0654604212,405557.0323716715
105764.39200633268,229502.70510082622
123996.52302489888,202127.32242657055
129156.85081117308,341954.808345618
91095.42222048643,615129.1763127593
196291.83555439502,587109.2118860723
91241.1813313952,544110.1431983773
106775.57401055416,419960.75510832376
137253.64974459936,381887.9846464029
122302.70180362933,672411.2525638323
100664.26064823705,435551.13729357463
114657.74550184295,561426.795316276
150342.7653252848,514150.5721906596
100851.02250026308,351423.52143663727
185660.34867049035,676539.2434661757
114528.30597446338,406449.43179161096
115596.9106676676,887477.1648714709
266547.92165385984,444841.5691381625
95565.06210473634,584179.932233018
138784.96902826038,612317.9764288383
110254.56090257122,223324.3329909682
93925.67333386416,283810.3689888575
98976.99718127678,350694.6786817833
125801.75737313577,757182.889015761
73339.74232383928,213443.49725843442
122674.37898242798,347055.9849898489
186191.5932580316,517446.97261350654
388308.4369473866,480339.95763803367
223913.8647294654,586581.3542695468
139217.37083665645,459311.606860072
113712.80143632322,344962.56414160866
102263.77336405059,1517620.8535229417
117520.76935933571,685193.5934671492
129318.29449522143,414745.57921282016
118061.02392969432,261197.98714632826
133146.63549133384,432895.3518399532
110618.26755650352,883122.8930869848
322150.4819238691,403458.5776150154
198818.02118415537,336974.4145796834
374384.2610822353,472944.8324076639
104536.66310041657,266169.3168750034
100201.53322928635,502783.5770646486
133157.13504680505,262553.0288113366
150280.13286303735,502605.1027131717
117618.0987482165,545866.186855816
517446.38482266985,613918.7047643063
144792.75562951693,867241.8317909356
111662.26143441748,324817.1201752581
131898.8187531717,384917.8102563924
117739.21882052344,426128.12354492507
366908.21739638044,645944.2453372777
114786.73297508172,567788.7360417176
81405.9983774527,268807.3609545382
89018.66819074735,290787.3187284079
157818.7514966825,553627.844705067
293438.0379236545,507514.105767599
150004.51975475549,436073.7957797876
117276.88232736835,881717.8287276356
116296.6120174735,688052.5533302537
93854.27586053633,496589.3720758564
153719.24288149748,277161.5919875847
181253.90792791147,735722.2698156654
92113.84518865874,508396.3805265864
139913.01305220515,650352.7373817315
166819.4605419363,659112.4360035791
168006.0818447171,1075475.5368001934
144732.77258533303,328108.8748655533
149925.6497043561,334065.5829009425
116700.73684443024,214638.435236205
106370.91827049079,243786.23745026145
126150.57430205272,411140.5233277141
88652.1690799404,305622.40429364995
122475.93043815055,488264.8068541868
221602.02655901836,324758.85385795205
103841.92181454813,343625.25376704114
144388.21519422004,507985.7576898498
111078.6960778193,430389.8242902801
138068.18177531037,601377.1288660159
81214.29363879556,248402.01599086705
428554.1003821218,392915.3347631866
162437.56469005573,757596.1690647565
91603.39227936059,333073.08681225777
107403.98559969854,378384.2622204957
137407.72927359602,855689.3025075522
255346.0491359777,427178.7132993355
132801.46208883612,436131.88804097485
114170.57037643422,524456.8066615302
130411.0598475379,462184.1178896626
125828.16719851053,725803.794811184
97647.14058360003,695204.4476925521
105806.23169678732,278400.41145663406
223248.73075579983,417152.74241453444
138941.12286328012,352139.003642559
130351.8333149868,559013.9135551283
112491.97255602849,400992.7519966597
138234.2809989096,428125.1530856371
128880.04271986672,310761.5285058195
128515.14364368247,472901.90706673387
162185.6031014133,661909.8864142365
141183.3144339896,358460.5518361735
126091.84217977765,715740.9204386564
152308.56496209517,467641.73968771665
126844.43032490197,930333.1415114785
109796.26182217931,404147.85736005334
119956.27340083878,402851.5515945598
175027.38682921842,404925.51713318215
137180.6953639758,332196.6667392507
121282.34393389989,316622.99847492005
138583.0269666563,607931.2843171583
102967.98075400002,352200.4304553208
144837.5024106789,495419.4437451789
100416.23677243921,339880.0361623531
102714.64685191213,259441.79940793838
140573.5455430761,890038.5052191153
107337.47693639598,279285.42934053246
105768.16788102279,263325.3477945925
87273.72294461227,311767.38548362366
236077.84924749087,319266.3129003483
125458.90717409534,341620.8404158279
182678.93148128915,505828.06547006516
192972.14711662335,362193.62139536947
487767.48371232057,347785.5823669856
175981.99964840722,475419.3509372055
176470.88271009643,440758.5697938805
180324.41724285868,426782.147085291
120746.02970459922,291491.45683429745
97857.96106139953,252163.47699061566
122762.12799395854,267653.2012630652
117348.24276159015,361407.4384011195
112689.87828657638,442529.96414681803
159970.8258626794,602083.9510814095
